user,item,pref
60,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 1963,5
296,To Kill a Mockingbird 1962,5
300,Jungle2Jungle 1997,4
194,Mediterraneo 1991,3
83,Blues Brothers The 1980,4
207,Old Lady Who Walked in the Sea The Vieille qui marchait dans la mer La 1991,5
311,Mark of Zorro The 1940,3
181,Thinner 1996,1
130,Die Hard: With a Vengeance 1995,5
245,Star Trek: First Contact 1996,4
168,Mars Attacks! 1996,2
256,Father of the Bride Part II 1995,4
1,Good The Bad and The Ugly The 1966,5
59,Richard III 1995,4
223,Contact 1997,1
243,101 Dalmatians 1996,3
148,Walkabout 1971,5
10,Hoop Dreams 1994,4
178,Rob Roy 1995,4
295,Get Shorty 1995,4
99,Lone Star 1996,2
334,Rock The 1996,3
263,Cool Hand Luke 1967,5
230,Ghost 1990,5
152,Wizard of Oz The 1939,5
189,Eat Drink Man Woman 1994,3
130,Batman Returns 1992,3
334,Time to Kill A 1996,4
91,Right Stuff The 1983,3
244,Dances with Wolves 1990,2
83,Michael 1996,3
222,Bram Stoker's Dracula 1992,3
10,Unforgiven 1992,4
173,Air Force One 1997,4
269,Monty Python and the Holy Grail 1974,4
292,Fargo 1996,5
60,People vs. Larry Flynt The 1996,4
197,Highlander 1986,3
313,Hunt for Red October The 1990,4
234,Rebel Without a Cause 1955,4
234,Dazed and Confused 1993,2
154,Maltese Falcon The 1941,4
14,Pulp Fiction 1994,5
201,Blue Sky 1994,3
181,Assignment The 1997,1
52,Saint The 1997,4
308,Fatal Instinct 1993,3
212,Boot Das 1981,4
13,Clerks 1994,4
268,Snow White and the Seven Dwarfs 1937,3
119,Devil's Own The 1997,4
44,Groundhog Day 1993,4
126,Year of the Horse 1997,5
159,Truth About Cats & Dogs The 1996,4
90,In & Out 1997,4
320,Clerks 1994,4
301,Birdcage The 1996,3
114,Full Monty The 1997,4
9,Dark City 1998,5
315,From Dusk Till Dawn 1996,1
137,Terminator The 1984,5
183,Quick and the Dead The 1995,3
297,In & Out 1997,4
334,Rear Window 1954,5
18,Unzipped 1995,3
152,Dances with Wolves 1990,5
184,African Queen The 1951,5
325,Duck Soup 1933,5
39,Apt Pupil 1998,4
231,Godfather The 1972,3
302,Deceiver 1997,2
63,Swingers 1996,4
201,Showgirls 1995,3
200,All Dogs Go to Heaven 2 1996,2
13,Home Alone 1990,3
297,Braveheart 1995,4
201,Freeway 1996,2
14,Welcome to the Dollhouse 1995,3
240,Alien: Resurrection 1997,3
184,Home for the Holidays 1995,3
216,Usual Suspects The 1995,5
38,Cable Guy The 1996,1
257,Leaving Las Vegas 1995,5
256,Don Juan DeMarco 1995,4
200,Star Trek III: The Search for Spock 1984,5
148,Good The Bad and The Ugly The 1966,2
249,Braveheart 1995,5
184,Ed Wood 1994,4
276,Quiz Show 1994,4
268,Fantasia 1940,3
224,Contact 1997,3
145,Birdcage The 1996,2
298,Air Bud 1997,4
244,Crow: City of Angels The 1996,5
289,Kingpin 1996,2
59,Wizard of Oz The 1939,5
301,Cobb 1994,4
56,Sliver 1993,3
327,Raging Bull 1980,5
285,Scream 1996,5
133,Conspiracy Theory 1997,3
71,Jackie Brown 1997,4
293,Feeling Minnesota 1996,3
13,Half Baked 1998,1
1,Bad Boys 1995,2
271,Empire Strikes Back The 1980,5
286,Full Monty The 1997,5
49,Down Periscope 1996,1
290,Fish Called Wanda A 1988,3
226,Gattaca 1997,4
104,Cable Guy The 1996,3
311,Under Siege 1992,4
60,12 Angry Men 1957,5
200,Amadeus 1984,5
128,Leaving Las Vegas 1995,4
157,Saint The 1997,2
303,Crossing Guard The 1995,4
5,Body Snatcher The 1945,3
268,Money Train 1995,1
290,Cape Fear 1991,2
181,Dingo 1992,1
189,Leaving Las Vegas 1995,3
90,Arsenic and Old Lace 1944,4
321,Citizen Kane 1941,3
279,Kids in the Hall: Brain Candy 1996,4
197,Devil in a Blue Dress 1995,3
217,Clear and Present Danger 1994,4
193,I Know What You Did Last Summer 1997,1
34,Rainmaker The 1997,4
293,Platoon 1986,5
297,Air Force One 1997,3
24,Ransom 1996,4
259,Mission: Impossible 1996,3
303,Waiting for Guffman 1996,5
326,Time to Kill A 1996,2
10,Cape Fear 1991,4
334,Fog The 1980,2
272,Babe 1995,4
76,Chungking Express 1994,5
13,Air Force One 1997,1
194,Highlander 1986,4
256,Absolute Power 1997,5
148,Psycho 1960,1
276,Schindler's List 1993,5
227,Spitfire Grill The 1996,4
311,Walk in the Clouds A 1995,3
198,To Kill a Mockingbird 1962,4
13,Apocalypse Now 1979,5
286,Fargo 1996,3
271,Grease 1978,3
59,Schindler's List 1993,5
328,Stand by Me 1986,4
25,Raiders of the Lost Ark 1981,5
90,Mediterraneo 1991,4
157,Swingers 1996,5
106,Forrest Gump 1994,4
173,Murder at 1600 1997,4
276,Doors The 1991,4
276,Carlito's Way 1993,4
49,Broken Arrow 1996,1
115,Jaws 1975,5
307,Braveheart 1995,3
82,Cape Fear 1991,3
116,Female Perversions 1996,3
80,Star Wars 1977,3
59,Muriel's Wedding 1994,5
236,Sound of Music The 1965,4
56,Raiders of the Lost Ark 1981,5
82,Tales from the Crypt Presents: Bordello of Blood 1996,1
82,Forrest Gump 1994,4
144,Immortal Beloved 1994,3
7,Ben-Hur 1959,5
49,Shine 1996,3
1,Event Horizon 1997,1
243,Bound 1996,2
313,Sunset Blvd. 1950,5
207,Heat 1995,4
334,Star Trek: First Contact 1996,4
83,Aladdin 1992,4
162,Star Trek IV: The Voyage Home 1986,2
326,It's a Wonderful Life 1946,5
236,Perfect World A 1993,3
17,Dead Man Walking 1995,3
92,Barb Wire 1996,2
82,Long Kiss Goodnight The 1996,3
201,Kolya 1996,4
223,Jerry Maguire 1996,5
168,Breakdown 1997,4
186,Substitute The 1996,3
246,Client The 1994,2
62,2001: A Space Odyssey 1968,4
320,Beverly Hills Ninja 1997,3
48,Rear Window 1954,4
209,Full Monty The 1997,2
236,Of Love and Shadows 1994,4
92,Cape Fear 1962,4
71,Secrets & Lies 1996,3
5,Private Benjamin 1980,2
67,Beavis and Butt-head Do America 1996,5
188,Waterworld 1995,2
326,Outbreak 1995,3
234,Like Water For Chocolate Como agua para chocolate 1992,4
31,L.A. Confidential 1997,4
228,Life Less Ordinary A 1997,1
172,Rear Window 1954,3
314,Hackers 1995,5
297,Rosencrantz and Guildenstern Are Dead 1990,3
264,Arsenic and Old Lace 1944,5
118,Raiders of the Lost Ark 1981,5
216,English Patient The 1996,4
290,Anaconda 1997,2
256,Bed of Roses 1996,5
200,Space Jam 1996,3
49,Midnight in the Garden of Good and Evil 1997,3
118,Heathers 1989,5
293,Terminator The 1984,3
13,Batman Forever 1995,2
42,Mission: Impossible 1996,4
293,Clear and Present Danger 1994,3
125,Weekend at Bernie's 1989,4
315,Star Trek IV: The Voyage Home 1986,4
296,Much Ado About Nothing 1993,5
188,Back to the Future 1985,4
201,Get Shorty 1995,4
253,Benny & Joon 1993,3
315,Shine 1996,5
210,Citizen Kane 1941,5
119,Spanking the Monkey 1994,3
151,My Left Foot 1989,4
81,Heat 1995,4
324,Saint The 1997,5
43,Mr. Holland's Opus 1995,5
298,Fantasia 1940,4
250,Godfather The 1972,4
286,Star Maps 1997,5
203,Liar Liar 1997,2
267,Die Hard 2 1990,3
194,Philadelphia 1993,4
303,Snow White and the Seven Dwarfs 1937,4
193,Terminator The 1984,1
57,Beauty and the Beast 1991,4
92,Candyman 1992,3
207,Full Monty The 1997,4
325,Monty Python's Life of Brian 1979,3
280,Remains of the Day The 1993,4
197,Star Trek: The Motion Picture 1979,5
39,Spice World 1997,5
197,Magnificent Seven The 1954,5
117,Toy Story 1995,4
132,Dead Man 1995,5
271,Apocalypse Now 1979,5
222,Heathers 1989,4
103,Rock The 1996,4
201,Brothers McMullen The 1995,4
270,Age of Innocence The 1993,5
104,Fargo 1996,4
95,Terminator 2: Judgment Day 1991,4
130,Back to the Future 1985,5
290,Sneakers 1992,2
314,Bulletproof 1996,4
313,Winnie the Pooh and the Blustery Day 1968,4
295,Nine Months 1995,4
269,Very Brady Sequel A 1996,3
49,Toy Story 1995,2
332,Star Trek: The Wrath of Khan 1982,5
301,Seven Se7en 1995,4
125,Forbidden Planet 1956,4
336,While You Were Sleeping 1995,3
1,Lawnmower Man The 1992,2
327,Star Trek IV: The Voyage Home 1986,4
262,Rosewood 1997,4
313,Patton 1970,5
321,Cool Hand Luke 1967,3
248,Psycho 1960,3
38,Naked Gun 33 1/3: The Final Insult 1994,5
224,Don Juan DeMarco 1995,1
217,Judgment Night 1993,1
6,Trainspotting 1996,5
331,Ed Wood 1994,5
38,E.T. the Extra-Terrestrial 1982,5
1,Raiders of the Lost Ark 1981,5
308,Three Colors: Blue 1993,3
207,Grifters The 1990,3
215,Hamlet 1996,5
56,Sneakers 1992,4
109,2 Days in the Valley 1996,3
10,Lone Star 1996,5
320,Indiana Jones and the Last Crusade 1989,5
269,Apocalypse Now 1979,3
290,Star Trek: Generations 1994,3
311,Patton 1970,5
129,Gattaca 1997,3
109,River Wild The 1994,2
235,Postman The 1997,3
335,Conspiracy Theory 1997,3
13,People vs. Larry Flynt The 1996,3
201,Heavenly Creatures 1994,2
276,Air Up There The 1994,3
81,Twister 1996,2
288,Shining The 1980,4
263,Dances with Wolves 1990,4
293,Searching for Bobby Fischer 1993,4
136,Rock The 1996,4
318,Fried Green Tomatoes 1991,3
295,Mission: Impossible 1996,5
201,North by Northwest 1959,4
232,Sex Lies and Videotape 1989,4
197,Clear and Present Danger 1994,4
313,Apocalypse Now 1979,5
109,Star Trek IV: The Voyage Home 1986,5
168,Hunchback of Notre Dame The 1996,4
201,Mother Night 1996,3
222,Waterworld 1995,2
115,Seven Se7en 1995,4
334,Ridicule 1996,2
119,Basketball Diaries The 1995,5
198,True Lies 1994,3
91,Streetcar Named Desire A 1951,4
62,River Wild The 1994,3
239,Silence of the Lambs The 1991,5
324,Homeward Bound II: Lost in San Francisco 1996,4
201,Mulholland Falls 1996,3
322,Star Wars 1977,5
107,Ice Storm The 1997,4
64,GoldenEye 1995,3
28,Star Wars 1977,4
246,Groundhog Day 1993,3
168,Family Thing A 1996,5
34,George of the Jungle 1997,2
286,Jungle Book The 1994,5
184,Deer Hunter The 1978,4
106,English Patient The 1996,4
198,Surviving Picasso 1996,3
291,Natural Born Killers 1994,5
25,Matilda 1996,4
1,Basic Instinct 1992,3
181,Stag 1997,1
169,In & Out 1997,4
60,Empire Strikes Back The 1980,4
178,To Kill a Mockingbird 1962,5
149,Cop Land 1997,2
280,Terminator 2: Judgment Day 1991,4
205,Shadow Conspiracy 1997,1
92,Highlander 1986,4
244,Black Sheep 1996,4
308,Absolute Power 1997,3
235,In the Line of Fire 1993,4
218,Sting The 1973,3
307,Titanic 1997,5
18,Forrest Gump 1994,3
23,Field of Dreams 1989,2
184,Wizard of Oz The 1939,5
244,Jerry Maguire 1996,5
211,Return of the Jedi 1983,1
236,City Hall 1996,2
145,Candyman 1992,3
235,Quiet Man The 1952,4
116,Con Air 1997,2
178,Spawn 1997,1
11,Mary Shelley's Frankenstein 1994,2
329,Wings of Desire 1987,4
183,Mission: Impossible 1996,4
308,Bronx Tale A 1993,4
207,Cliffhanger 1993,3
198,Austin Powers: International Man of Mystery 1997,2
100,Amistad 1997,4
291,Monty Python and the Holy Grail 1974,5
115,Beautiful Girls 1996,4
151,Wrong Trousers The 1993,5
305,Batman 1989,2
338,His Girl Friday 1940,3
292,Big Sleep The 1946,5
234,Bride of Frankenstein 1935,3
234,Secret Garden The 1993,3
279,Sense and Sensibility 1995,3
234,Return of Martin Guerre The Retour de Martin Guerre Le 1982,4
110,Fugitive The 1993,4
106,Heat 1995,3
128,Truth About Cats & Dogs The 1996,3
298,Willy Wonka and the Chocolate Factory 1971,3
42,That Thing You Do! 1996,5
128,Benny & Joon 1993,3
190,Juror The 1996,3
1,Jurassic Park 1993,5
99,William Shakespeare's Romeo and Juliet 1996,3
313,Young Frankenstein 1974,3
13,Eat Drink Man Woman 1994,3
305,L.A. Confidential 1997,4
94,Psycho 1960,5
271,Back to the Future 1985,4
128,Much Ado About Nothing 1993,5
267,Star Wars 1977,5
142,Grand Day Out A 1992,4
1,Pulp Fiction 1994,4
18,Pink Floyd - The Wall 1982,4
188,Jaws 1975,4
235,Fargo 1996,4
303,Close Shave A 1995,4
100,Kull the Conqueror 1997,2
178,L.A. Confidential 1997,4
42,French Kiss 1995,4
18,Sunset Blvd. 1950,3
184,Postino Il 1994,4
293,Deer Hunter The 1978,3
293,Days of Thunder 1990,2
198,Reservoir Dogs 1992,3
234,Affair to Remember An 1957,4
181,Lover's Knot 1996,1
194,Fish Called Wanda A 1988,3
1,Good Will Hunting 1997,3
265,Once Upon a Time... When We Were Colored 1995,2
159,Dante's Peak 1997,4
332,Star Trek III: The Search for Spock 1984,5
334,Star Trek III: The Search for Spock 1984,2
126,Contact 1997,4
200,101 Dalmatians 1996,4
63,Chasing Amy 1997,3
271,Citizen Kane 1941,3
179,As Good As It Gets 1997,5
308,Dazed and Confused 1993,3
270,Four Weddings and a Funeral 1994,5
181,Purple Noon 1960,1
21,Body Snatcher The 1945,3
326,Nosferatu Nosferatu eine Symphonie des Grauens 1922,4
268,Mulholland Falls 1996,2
109,That Thing You Do! 1996,4
339,Wizard of Oz The 1939,5
244,Aladdin 1992,4
62,Barcelona 1994,2
321,39 Steps The 1935,5
254,20000 Leagues Under the Sea 1954,3
295,E.T. the Extra-Terrestrial 1982,4
271,Last of the Mohicans The 1992,3
7,Treasure of the Sierra Madre The 1948,4
334,Madness of King George The 1994,4
136,Postino Il 1994,5
192,Love! Valour! Compassion! 1997,4
259,Aliens 1986,4
244,My Left Foot 1989,5
238,One Fine Day 1996,2
73,Godfather The 1972,5
249,Jackie Chan's First Strike 1996,4
320,Absolute Power 1997,4
13,Space Jam 1996,4
10,Emma 1996,4
321,Cyrano de Bergerac 1990,3
201,Keys to Tulsa 1997,4
102,Interview with the Vampire 1994,3
190,Ransom 1996,3
311,Snow White and the Seven Dwarfs 1937,5
309,Game The 1997,3
62,Executive Decision 1996,2
116,Godfather: Part II The 1974,5
295,Affair to Remember An 1957,5
234,Mask The 1994,3
255,Shadow Conspiracy 1997,1
161,Piano The 1993,1
87,Die Hard: With a Vengeance 1995,4
59,Interview with the Vampire 1994,5
140,Murder at 1600 1997,3
224,In & Out 1997,3
90,Sabrina 1954,5
14,Bullets Over Broadway 1994,5
194,When Harry Met Sally... 1989,3
222,Dumbo 1941,2
90,Wings of the Dove The 1997,4
328,Disclosure 1994,3
7,Christmas Carol A 1938,5
151,Star Trek: The Wrath of Khan 1982,5
297,Sling Blade 1996,5
207,My Life as a Dog Mitt liv som hund 1985,4
130,Chain Reaction 1996,3
314,Crow: City of Angels The 1996,1
181,Down Periscope 1996,1
13,My Left Foot 1989,5
232,Cool Hand Luke 1967,4
201,Searching for Bobby Fischer 1993,3
223,Tombstone 1993,4
18,American in Paris An 1951,3
82,Around the World in 80 Days 1956,3
144,Batman 1989,3
186,Murder at 1600 1997,5
250,Raiders of the Lost Ark 1981,3
321,Sting The 1973,3
28,Usual Suspects The 1995,4
28,Scream 2 1997,4
151,Mission: Impossible 1996,3
207,Two Much 1996,3
201,Abyss The 1989,3
6,My Left Foot 1989,4
42,Star Trek: Generations 1994,4
221,Scream 2 1997,2
328,Richard III 1995,4
270,Basic Instinct 1992,4
269,Boogie Nights 1997,5
216,Austin Powers: International Man of Mystery 1997,3
201,I Like It Like That 1994,3
85,Remains of the Day The 1993,4
95,Shaggy Dog The 1959,4
306,Sense and Sensibility 1995,4
256,Mars Attacks! 1996,3
85,American President The 1995,3
11,Midnight in the Garden of Good and Evil 1997,4
305,Indiana Jones and the Last Crusade 1989,3
181,Mother 1996,2
151,Twelve Monkeys 1995,4
296,Orlando 1993,5
119,Fan The 1996,3
314,Harriet the Spy 1996,3
279,Sudden Death 1995,5
188,One Flew Over the Cuckoo's Nest 1975,4
214,Love Jones 1997,2
234,This Is Spinal Tap 1984,4
5,Transformers: The Movie The 1986,3
1,Hot Shots! Part Deux 1993,4
246,Demolition Man 1993,2
294,Trigger Effect The 1996,3
314,Maverick 1994,4
312,Silence of the Lambs The 1991,4
208,Somewhere in Time 1980,4
43,Adventures of Priscilla Queen of the Desert The 1994,5
254,Hunchback of Notre Dame The 1996,4
3,Liar Liar 1997,2
44,Fish Called Wanda A 1988,4
25,Ransom 1996,4
94,Fugitive The 1993,4
262,Thinner 1996,3
35,Fire Down Below 1997,3
148,Dumbo 1941,4
70,E.T. the Extra-Terrestrial 1982,5
83,Hunt for Red October The 1990,5
5,Star Trek: First Contact 1996,4
308,Grumpier Old Men 1995,2
109,Stargate 1994,3
49,Princess Bride The 1987,3
314,Rudy 1993,4
334,Portrait of a Lady The 1996,4
269,Patton 1970,3
38,Schindler's List 1993,3
102,Star Trek: First Contact 1996,3
329,Ulee's Gold 1997,4
305,Barbarella 1968,3
236,Evita 1996,4
313,Breakfast at Tiffany's 1961,4
332,Tin Cup 1996,5
121,Independence Day ID4 1996,2
60,Alien 1979,5
339,Beverly Hillbillies The 1993,1
296,Things to Do in Denver when You're Dead 1995,4
11,First Knight 1995,1
263,Good Will Hunting 1997,5
303,Unforgiven 1992,5
288,GoodFellas 1990,4
291,From Dusk Till Dawn 1996,4
308,Sleepers 1996,3
13,Jumanji 1995,3
64,Batman Returns 1992,3
277,Rumble in the Bronx 1995,4
130,Blown Away 1994,3
293,Addams Family Values 1993,2
279,Bio-Dome 1996,1
189,Pillow Book The 1995,4
296,Crumb 1994,4
305,Wrong Trousers The 1993,5
303,In the Company of Men 1997,5
95,M*A*S*H 1970,3
207,Flirting With Disaster 1996,4
110,Blink 1994,3
312,Close Shave A 1995,4
279,Street Fighter 1994,5
15,In & Out 1997,4
116,Maltese Falcon The 1941,4
198,Legends of the Fall 1994,3
13,GoldenEye 1995,3
332,Young Guns 1988,5
44,Professional The 1994,4
62,Home for the Holidays 1995,4
148,My Life as a Dog Mitt liv som hund 1985,5
303,William Shakespeare's Romeo and Juliet 1996,4
276,Pulp Fiction 1994,5
311,Maltese Falcon The 1941,4
58,Trainspotting 1996,5
85,Sunset Blvd. 1950,4
330,Secret Garden The 1993,3
181,Bottle Rocket 1996,1
301,Boot Das 1981,3
13,Power 98 1995,1
127,Chasing Amy 1997,1
37,Pulp Fiction 1994,5
314,White Squall 1996,5
201,Indiana Jones and the Last Crusade 1989,2
198,Lawrence of Arabia 1962,4
94,Ransom 1996,3
209,Contact 1997,2
305,Gigi 1958,3
67,Mission: Impossible 1996,5
294,Striptease 1996,2
246,Silence of the Lambs The 1991,4
194,On Golden Pond 1981,3
307,Mrs. Doubtfire 1993,3
95,Solo 1996,2
268,Lost World: Jurassic Park The 1997,3
216,Face/Off 1997,5
5,Jaws 3-D 1983,1
223,That Thing You Do! 1996,4
293,Lone Star 1996,4
224,Some Kind of Wonderful 1987,3
299,Aliens 1986,4
130,Lion King The 1994,5
130,Star Wars 1977,5
54,Titanic 1997,4
62,James and the Giant Peach 1996,4
312,Around the World in 80 Days 1956,4
125,Braveheart 1995,5
318,One Flew Over the Cuckoo's Nest 1975,4
204,Saint The 1997,1
182,Donnie Brasco 1997,3
49,Wolf 1994,3
69,Pulp Fiction 1994,5
64,Dazed and Confused 1993,4
325,Clockwork Orange A 1971,5
286,Good Will Hunting 1997,5
116,Soul Food 1997,3
215,Blade Runner 1982,4
46,Game The 1997,5
246,Liar Liar 1997,2
213,Birdcage The 1996,4
90,Room with a View A 1986,5
110,Full Metal Jacket 1987,4
212,Lawrence of Arabia 1962,4
57,Don't Be a Menace to South Central While Drinking Your Juice in the Hood 1996,3
57,Arrival The 1996,1
297,Time to Kill A 1996,3
276,Aliens 1986,5
106,Eat Drink Man Woman 1994,3
151,While You Were Sleeping 1995,4
276,While You Were Sleeping 1995,3
269,Carlito's Way 1993,3
154,English Patient The 1996,4
210,Nightmare on Elm Street A 1984,3
306,Everyone Says I Love You 1996,4
324,Courage Under Fire 1996,5
265,Dragonheart 1996,3
85,Black Beauty 1994,3
54,Crash 1996,3
18,African Queen The 1951,4
271,Deconstructing Harry 1997,3
123,Braveheart 1995,4
87,Prefontaine 1997,5
217,Shadow The 1994,3
198,Ghost and the Darkness The 1996,3
116,Men in Black 1997,3
131,Sabrina 1995,3
297,American President The 1995,3
266,Career Girls 1997,2
109,Speechless 1994,3
189,North by Northwest 1959,5
22,Liar Liar 1997,1
234,Courage Under Fire 1996,3
328,Conan the Barbarian 1981,2
56,Fugitive The 1993,4
178,Heaven's Prisoners 1996,2
216,Die Hard 2 1990,3
38,Blob The 1958,1
219,Clockwork Orange A 1971,5
43,Renaissance Man 1994,2
279,Jerky Boys The 1994,3
236,Streetcar Named Desire A 1951,3
296,Stealing Beauty 1996,3
271,To Catch a Thief 1955,4
206,Afterglow 1997,2
21,Breakdown 1997,3
318,Ed Wood 1994,2
59,Star Trek IV: The Voyage Home 1986,4
151,Brazil 1985,5
263,Remains of the Day The 1993,4
308,Right Stuff The 1983,3
152,Phenomenon 1996,5
123,Jean de Florette 1986,5
169,Raiders of the Lost Ark 1981,4
294,Richard III 1995,3
197,Glory 1989,5
263,Flubber 1997,3
63,Mystery Science Theater 3000: The Movie 1996,4
206,Blues Brothers 2000 1998,1
52,African Queen The 1951,5
316,Room with a View A 1986,5
72,Blade Runner 1982,3
189,Singin' in the Rain 1952,4
80,Searching for Bobby Fischer 1993,4
198,Real Genius 1985,4
85,Pulp Fiction 1994,4
194,Pulp Fiction 1994,5
